"plot","veg","cover"
"Mor2e86","ROSAACI",3
"Mor2e86","RUBUIDA",0.2
"Mor2e86","SPIRBET",0.1
"Mor2e87","ARALNUD",2
"Mor2e87","CALACAN",1
"Mor2e87","CORNCAN",4
"Mor2e87","EPILANG",5
"Mor2e87","EQUIARV",3
"Mor2e87","GALIBOR",1
"Mor2e87","PETAFRI",1
"Mor2e87","POLYJUN",2
"Mor2e87","POPUTRE",15
"Mor2e87","ROSAACI",0.1
"Mor2e87","RUBUIDA",3
"Mor2e87","SPIRBET",0.1
"Mor2e89","ARALNUD",3
"Mor2e89","CALACAN",12
"Mor2e89","CORNCAN",7
"Mor2e89","EPILANG",5
"Mor2e89","EQUIARV",15
"Mor2e89","GALIBOR",0.1
"Mor2e89","PETAFRI",4
"Mor2e89","PINUCON",3
"Mor2e89","POLYJUN",5
"Mor2e89","POPUTRE",30
"Mor2e89","ROSAACI",10
"Mor2e89","RUBUIDA",4
"Mor2e89","SPIRBET",0.1
"Mor2e89","SYMPCII",0.1
"Mor2e92","ARALNUD",0.1
"Mor2e92","CALACAN",12
"Mor2e92","CERAPUR",3
"Mor2e92","CORNCAN",10
"Mor2e92","EPILANG",8
"Mor2e92","EQUIARV",12
"Mor2e92","ORTHSEC",2
"Mor2e92","PETAFRI",3
"Mor2e92","PINUCON",4
"Mor2e92","POLYJUN",2
"Mor2e92","POPUTRE",30
"Mor2e92","PYROASA",0.5
"Mor2e92","ROSAACI",15
"Mor2e92","RUBUPAR",0.1
"Mor2e92","SPIRBET",0.1
"Mor6a83","CALACAN",2
"Mor6a83","CORNCAN",1
"Mor6a83","EPILANG",1
"Mor6a83","FESTOCC",1
"Mor6a83","GALIBOR",2
"Mor6a83","LONIINV",0.1
"Mor6a83","MITENUD",0.1
"Mor6a83","PINUCON",0.1
"Mor6a83","POLYJUN",0.1
"Mor6a83","ROSAACI",4
"Mor6a83","RUBUPUB",0.1
"Mor6a83","SYMPCII",1
"Mor6a83","VACCCAE",0.1
"Mor6a83","VACCMEM",0.1
"Mor6a83","VIBUEDU",1
"mor6a84","CALACAN",8
"mor6a84","CORNCAN",2
"mor6a84","EPILANG",1
"mor6a84","FESTOCC",7
"mor6a84","GALIBOR",9
"mor6a84","LONIINV",0.1
"mor6a84","MITENUD",0.1
"mor6a84","PINUCON",1
"mor6a84","POLYJUN",1
"mor6a84","RIBELAC",0.1
"mor6a84","ROSAACI",18
"mor6a84","RUBUPUB",0.1
"mor6a84","SYMPCII",1
"mor6a84","VACCCAE",1
"mor6a84","VACCMEM",0.1
"mor6a84","VIBUEDU",1
"Mor6a85","CALACAN",6
"Mor6a85","CORNCAN",0.1
"Mor6a85","EPILANG",0.1
"Mor6a85","FESTOCC",3
"Mor6a85","GALIBOR",3
"Mor6a85","LONIINV",0.2
"Mor6a85","PINUCON",0.2
"Mor6a85","POLYJUN",3
"Mor6a85","ROSAACI",8
"Mor6a85","RUBUIDA",0.2
"Mor6a85","SYMPCII",0.1
"Mor6a85","VACCCAE",0.1
"Mor6a85","VACCMEM",1
"Mor6a85","VIBUEDU",2
"Mor6a85","VIOLADU",0.1
"Mor6a86","CALACAN",20
"Mor6a86","CORNCAN",1
"Mor6a86","EPILANG",1
"Mor6a86","FESTOCC",1
"Mor6a86","GALIBOR",2
"Mor6a86","PINUCON",4
"Mor6a86","POLYJUN",2
"Mor6a86","PYROASA",1
"Mor6a86","ROSAACI",3
"Mor6a86","SPIRBET",5
"Mor6a86","VACCCAE",1
"Mor6a86","VACCMEM",3
"Mor6a87","ARNICOR",1
"Mor6a87","CALACAN",10
"Mor6a87","CERAPUR",20
"Mor6a87","CORNCAN",1
"Mor6a87","EPILANG",3
"Mor6a87","FESTOCC",3
"Mor6a87","GALIBOR",4
"Mor6a87","LINNBOR",0.1
"Mor6a87","LONIINV",2
"Mor6a87","PINUCON",3
"Mor6a87","POLYJUN",4
"Mor6a87","PYROASA",1
"Mor6a87","ROSAACI",5
"Mor6a87","RUBUPUB",0.1
"Mor6a87","SPIRBET",10
"Mor6a87","SYMPCII",1
"Mor6a87","VACCCAE",2
"Mor6a87","VACCMEM",1
"Mor6a87","VIBUEDU",2
"Mor6a87","VIOLADU",1
"Mor6a89","ARNICOR",1
"Mor6a89","AULAPAL",1
"Mor6a89","CALACAN",20
"Mor6a89","CERAPUR",35
"Mor6a89","CORNCAN",4
"Mor6a89","EPILANG",6
"Mor6a89","FESTOCC",0.1
"Mor6a89","GALIBOR",8
"Mor6a89","LINNBOR",0.3
"Mor6a89","LONIINV",2
"Mor6a89","MITENUD",0.1
"Mor6a89","PINUCON",5
"Mor6a89","POLYJUN",3
"Mor6a89","PYROASA",4
"Mor6a89","RIBELAC",0.1
"Mor6a89","ROSAACI",8
"Mor6a89","RUBUIDA",2
"Mor6a89","SPIRBET",20
"Mor6a89","SYMPCII",4
"Mor6a89","VACCCAE",1
"Mor6a89","VACCMEM",3
"Mor6a89","VIBUEDU",4
"Mor6a89","VIOLADU",1
"Mor6a92","ACHIMIL",0.1
"Mor6a92","AULAPAL",1
"Mor6a92","CALACAN",3
"Mor6a92","CERAPUR",8
"Mor6a92","CORNCAN",3
"Mor6a92","EPILANG",0.5
"Mor6a92","GALIBOR",12
"Mor6a92","LINNBOR",1
"Mor6a92","MITENUD",0.1
"Mor6a92","PELTIGE",0.1
"Mor6a92","PINUCON",30
"Mor6a92","POLYJUN",4
"Mor6a92","PYROASA",6
"Mor6a92","ROSAACI",10
"Mor6a92","RUBUIDA",1
"Mor6a92","SPIRBET",4
"Mor6a92","SYMPCII",4
"Mor6a92","VACCCAE",0.1
"Mor6a92","VACCMEM",2
"Mor6a92","VIBUEDU",3
"Mor6a92","VIOLADU",0.1
"Mor6b83","ACHIMIL",0.1
"Mor6b83","CALACAN",1
"Mor6b83","CERAPUR",2
"Mor6b83","CORNCAN",1
"Mor6b83","EPILANG",4
"Mor6b83","FESTOCC",3
"Mor6b83","GALIBOR",2
"Mor6b83","MITENUD",0.1
"Mor6b83","PINUCON",0.1
"Mor6b83","ROSAACI",4
"Mor6b83","RUBUPUB",1
"Mor6b83","SYMPCII",2
"Mor6b83","VACCCAE",0.1
"Mor6b83","VACCMEM",0.1
"Mor6b83","VIBUEDU",0.1
"Mor6b83","VIOLADU",0.1
"Mor6b84","ACHIMIL",0.1
"Mor6b84","AULAPAL",2
"Mor6b84","CALACAN",15
"Mor6b84","CORNCAN",1
"Mor6b84","EPILANG",1
"Mor6b84","FESTOCC",10
"Mor6b84","GALIBOR",7
"Mor6b84","MITENUD",0.1
"Mor6b84","PINUCON",0.1
"Mor6b84","PYROASA",1
"Mor6b84","RIBELAC",0.1
"Mor6b84","ROSAACI",4
"Mor6b84","RUBUIDA",1
"Mor6b84","RUBUPAR",0.1
"Mor6b84","RUBUPUB",5
"Mor6b84","SYMPCII",5
"Mor6b84","VACCMEM",1
"Mor6b84","VIBUEDU",0.1
"Mor6b84","VIOLADU",1
"Mor6b85","AULAPAL",0.1
"Mor6b85","CALACAN",30
"Mor6b85","EPILANG",0.1
"Mor6b85","FESTOCC",10
"Mor6b85","GALIBOR",3
"Mor6b85","LONIINV",0.2
"Mor6b85","MITENUD",0.1
"Mor6b85","PETAFRI",0.2
"Mor6b85","PINUCON",2
"Mor6b85","PYROASA",1
"Mor6b85","RIBELAC",0.2
"Mor6b85","ROSAACI",3
"Mor6b85","RUBUIDA",0.2
"Mor6b85","RUBUPAR",0.2
"Mor6b85","RUBUPUB",0.1
"Mor6b85","SYMPCII",0.2
"Mor6b85","VACCCAE",2
"Mor6b85","VACCMEM",1
"Mor6b85","VIBUEDU",1
"Mor6b85","VIOLADU",0.1
"Mor6b86","CALACAN",30
"Mor6b86","CORNCAN",0.1
"Mor6b86","EPILANG",3
"Mor6b86","FESTOCC",1
"Mor6b86","GALIBOR",2
"Mor6b86","MITENUD",0.1
"Mor6b86","PINUCON",2
"Mor6b86","POLYJUN",3
"Mor6b86","PYROASA",0.1
"Mor6b86","RIBELAC",0.1
"Mor6b86","ROSAACI",1
"Mor6b86","RUBUIDA",0.2
"Mor6b86","SPIRBET",3
"Mor6b86","SYMPCII",0.1
"Mor6b86","VACCCAE",2
"Mor6b86","VACCMEM",4
"Mor6b86","VIOLADU",1
"Mor6b87","ACHIMIL",0.1
"Mor6b87","CALACAN",16
"Mor6b87","CERAPUR",10
"Mor6b87","CORNCAN",1
"Mor6b87","EPILANG",4
"Mor6b87","GALIBOR",2
"Mor6b87","LINNBOR",2
"Mor6b87","PETAFRI",2
"Mor6b87","PINUCON",5
"Mor6b87","POLYJUN",1
"Mor6b87","PYROASA",0.1
"Mor6b87","RIBELAC",0.1
"Mor6b87","ROSAACI",2
"Mor6b87","RUBUIDA",2
"Mor6b87","RUBUPUB",0.1
"Mor6b87","SPIRBET",5
"Mor6b87","SYMPCII",1
"Mor6b87","VACCCAE",3
"Mor6b89","ACHIMIL",0.1
"Mor6b89","AULAPAL",2
"Mor6b89","CALACAN",25
"Mor6b89","CERAPUR",20
"Mor6b89","CORNCAN",4
"Mor6b89","EPILANG",6
"Mor6b89","GALIBOR",4
"Mor6b89","MITENUD",0.1
"Mor6b89","PETAFRI",7
"Mor6b89","PINUCON",15
"Mor6b89","POLYJUN",2
"Mor6b89","PYROASA",3
"Mor6b89","RIBELAC",0.1
"Mor6b89","ROSAACI",5
"Mor6b89","RUBUIDA",2
"Mor6b89","RUBUPUB",0.1
"Mor6b89","SPIRBET",9
"Mor6b89","SYMPCII",3
"Mor6b89","VACCCAE",5
"Mor6b89","VIBUEDU",0.1
"Mor6b89","VIOLADU",0.1
"Mor6b92","ACHIMIL",0.1
"Mor6b92","AULAPAL",10
"Mor6b92","CALACAN",5
"Mor6b92","CERAPUR",5
"Mor6b92","CORNCAN",2
"Mor6b92","EPILANG",2
"Mor6b92","GALIBOR",10
"Mor6b92","LINNBOR",25
"Mor6b92","PELTIGE",1
"Mor6b92","PETAFRI",2
"Mor6b92","PINUCON",45
"Mor6b92","POLYJUN",1
"Mor6b92","PYROASA",2
"Mor6b92","ROSAACI",10
"Mor6b92","RUBUPAR",0.5
"Mor6b92","SPIRBET",3
"Mor6b92","SYMPCII",2
"Mor6b92","VACCCAE",2
"Mor6b92","VACCMEM",2
"Mor6b92","VIBUEDU",1
"Mor6b92","VIOLADU",1
"Mor6c83","CALACAN",0.1
"Mor6c83","CERAPUR",1
"Mor6c83","CORNCAN",1
"Mor6c83","EPILANG",0.1
"Mor6c83","FESTOCC",2
"Mor6c83","GALIBOR",5
"Mor6c83","LONIINV",0.1
"Mor6c83","MITENUD",0.1
"Mor6c83","PINUCON",0.1
"Mor6c83","ROSAACI",3
"Mor6c83","VACCMEM",0.1
"Mor6c83","VIBUEDU",2
"Mor6c84","CALACAN",3
"Mor6c84","CORNCAN",1
"Mor6c84","EPILANG",1
"Mor6c84","FESTOCC",10
"Mor6c84","GALIBOR",15
"Mor6c84","LONIINV",0.1
"Mor6c84","PINUCON",1
"Mor6c84","POLYJUN",0.1
"Mor6c84","ROSAACI",6
"Mor6c84","RUBUPAR",0.1
"Mor6c84","RUBUPUB",5
"Mor6c84","SPIRBET",10
"Mor6c84","VACCCAE",5
"Mor6c84","VACCMEM",0.1
"Mor6c84","VIBUEDU",3
"Mor6c84","VIOLADU",0.1
"Mor6c85","CALACAN",5
"Mor6c85","CORNCAN",0.1
"Mor6c85","EPILANG",2
"Mor6c85","FESTOCC",10
"Mor6c85","GALIBOR",6
"Mor6c85","LONIINV",0.2
"Mor6c85","PINUCON",2
"Mor6c85","POLYJUN",0.1
"Mor6c85","ROSAACI",5
"Mor6c85","RUBUPAR",0.2
"Mor6c85","RUBUPUB",0.1
"Mor6c85","SPIRBET",1
"Mor6c85","VACCCAE",5
"Mor6c85","VACCMEM",0.2
"Mor6c85","VIBUEDU",2
"Mor6c85","VIOLADU",1
"Mor6c86","CALACAN",5
"Mor6c86","CORNCAN",0.1
"Mor6c86","EPILANG",4
"Mor6c86","FESTOCC",5
"Mor6c86","GALIBOR",5
"Mor6c86","PETAFRI",0.1
"Mor6c86","PINUCON",2
"Mor6c86","POLYJUN",5
"Mor6c86","ROSAACI",1
"Mor6c86","RUBUPAR",0.2
"Mor6c86","SPIRBET",4
"Mor6c86","VACCCAE",4
"Mor6c86","VACCMEM",4
"Mor6c86","VIOLADU",0.1
"Mor6c87","CALACAN",1
"Mor6c87","CERAPUR",10
"Mor6c87","CORNCAN",1
"Mor6c87","EPILANG",6
"Mor6c87","FESTOCC",2
"Mor6c87","GALIBOR",4
"Mor6c87","LINNBOR",0.1
"Mor6c87","LONIINV",0.1
"Mor6c87","PETAFRI",1
"Mor6c87","PINUCON",3
"Mor6c87","POLYJUN",2
"Mor6c87","ROSAACI",5
"Mor6c87","RUBUIDA",2
"Mor6c87","SPIRBET",5
"Mor6c87","VACCCAE",3
"Mor6c87","VIBUEDU",1
"Mor6c87","VIOLADU",1
"Mor6c89","AULAPAL",0.1
"Mor6c89","CALACAN",1
"Mor6c89","CERAPUR",20
"Mor6c89","CORNCAN",2
"Mor6c89","EPILANG",5
"Mor6c89","FESTOCC",0.1
"Mor6c89","GALIBOR",9
"Mor6c89","LINNBOR",1
"Mor6c89","LONIINV",1
"Mor6c89","PETAFRI",2
"Mor6c89","PINUCON",6
"Mor6c89","POLYJUN",2
"Mor6c89","RIBELAC",1
"Mor6c89","ROSAACI",12
"Mor6c89","RUBUIDA",2
"Mor6c89","RUBUPAR",0.1
"Mor6c89","RUBUPUB",2
"Mor6c89","SPIRBET",18
"Mor6c89","SYMPCII",0.1
"Mor6c89","VACCCAE",10
"Mor6c89","VIBUEDU",4
"Mor6c89","VIOLADU",1
"Mor6c92","AULAPAL",4
"Mor6c92","CERAPUR",2
"Mor6c92","CORNCAN",4
"Mor6c92","EPILANG",3
"Mor6c92","GALIBOR",15
"Mor6c92","LATHNEV",4
"Mor6c92","LINNBOR",2
"Mor6c92","LONIINV",3
"Mor6c92","MITENUD",0.1
"Mor6c92","PINUCON",35
"Mor6c92","POLYJUN",1
"Mor6c92","ROSAACI",8
"Mor6c92","RUBUPUB",2
"Mor6c92","SPIRBET",2
"Mor6c92","VACCMEM",2
"Mor6c92","VIBUEDU",12
"Mor6c92","VIOLADU",1
"Mor6d83","CORNCAN",2
"Mor6d83","FESTOCC",0.1
"Mor6d83","GALIBOR",1
"Mor6d83","LONIINV",0.1
"Mor6d83","PETAFRI",0.1
"Mor6d83","PINUCON",0.1
"Mor6d83","ROSAACI",3
"Mor6d83","SYMPCII",1
"Mor6d83","VACCMEM",0.1
"Mor6d83","VIBUEDU",2
"Mor6d83","VIOLADU",0.1
"Mor6d84","CORNCAN",3
"Mor6d84","FESTOCC",5
"Mor6d84","GALIBOR",2
"Mor6d84","LINNBOR",0.1
"Mor6d84","LONIINV",0.1
"Mor6d84","PETAFRI",1
"Mor6d84","PINUCON",0.1
"Mor6d84","POLYJUN",0.1
"Mor6d84","RIBELAC",0.1
"Mor6d84","ROSAACI",4
"Mor6d84","RUBUIDA",0.1
"Mor6d84","RUBUPUB",0.1
"Mor6d84","SYMPCII",2
"Mor6d84","VACCMEM",1
"Mor6d84","VIBUEDU",3
"Mor6d84","VIOLADU",0.1
"Mor6d85","CALACAN",4
"Mor6d85","CORNCAN",1
"Mor6d85","EPILANG",1
"Mor6d85","FESTOCC",3
"Mor6d85","GALIBOR",1
"Mor6d85","LONIINV",0.2
"Mor6d85","PETAFRI",1
"Mor6d85","PINUCON",0.2
"Mor6d85","POLYJUN",0.1
"Mor6d85","ROSAACI",3
"Mor6d85","RUBUIDA",0.2
"Mor6d85","SYMPCII",1
"Mor6d85","VIBUEDU",2
"Mor6d85","VIOLADU",1
"Mor6d86","CALACAN",5
"Mor6d86","CORNCAN",2
"Mor6d86","EPILANG",2
"Mor6d86","FESTOCC",1
"Mor6d86","GALIBOR",0.1
"Mor6d86","LINNBOR",0.1
"Mor6d86","LONIINV",0.1
"Mor6d86","PETAFRI",1
"Mor6d86","PINUCON",2
"Mor6d86","POLYJUN",0.1
"Mor6d86","ROSAACI",1
"Mor6d86","SPIRBET",4
"Mor6d86","VACCMEM",2
"Mor6d86","VIBUEDU",0.1
"Mor6d87","CERAPUR",5
"Mor6d87","CORNCAN",2
"Mor6d87","EPILANG",3
"Mor6d87","FESTOCC",1
"Mor6d87","GALIBOR",1
"Mor6d87","LINNBOR",2
"Mor6d87","PETAFRI",1
"Mor6d87","PINUCON",2
"Mor6d87","ROSAACI",3
"Mor6d87","RUBUIDA",2
"Mor6d87","RUBUPUB",0.1
"Mor6d87","SPIRBET",5
"Mor6d87","SYMPCII",0.1
"Mor6d87","VACCMEM",2
"Mor6d87","VIBUEDU",1
"Mor6d87","VIOLADU",1
"Mor6d89","CALACAN",1
"Mor6d89","CERAPUR",5
"Mor6d89","CORNCAN",5
"Mor6d89","EPILANG",3
"Mor6d89","FESTOCC",0.1
"Mor6d89","GALIBOR",3
"Mor6d89","LINNBOR",4
"Mor6d89","LONIINV",1
"Mor6d89","PETAFRI",1
"Mor6d89","PINUCON",5
"Mor6d89","ROSAACI",7
"Mor6d89","RUBUIDA",2
"Mor6d89","RUBUPAR",0.1
"Mor6d89","RUBUPUB",0.1
"Mor6d89","SPIRBET",15
"Mor6d89","SYMPCII",2
"Mor6d89","VACCMEM",3
"Mor6d89","VIBUEDU",11
"Mor6d89","VIOLADU",1
"Mor6d92","ACHIMIL",0.1
"Mor6d92","CALACAN",0.5
"Mor6d92","CERAPUR",2
"Mor6d92","EPILANG",1
"Mor6d92","GALIBOR",2
"Mor6d92","LINNBOR",3
"Mor6d92","LONIINV",1
"Mor6d92","PETAFRI",3
"Mor6d92","PINUCON",10
"Mor6d92","POLYJUN",1
"Mor6d92","ROSAACI",8
"Mor6d92","SPIRBET",1
"Mor6d92","SYMPCII",1
"Mor6d92","VACCCAE",1
"Mor6d92","VACCMEM",2
"Mor6d92","VIBUEDU",9
"Mor6d92","VIOLADU",0.1
"Mor6e83","CERAPUR",0.1
"Mor6e83","CORNCAN",2
"Mor6e83","EPILANG",1
"Mor6e83","FESTOCC",0.1
"Mor6e83","GALIBOR",1
"Mor6e83","LONIINV",0.1
"Mor6e83","PETAFRI",0.1
"Mor6e83","PINUCON",0.1
"Mor6e83","ROSAACI",3
"Mor6e83","RUBUPUB",3
"Mor6e83","SYMPCII",4
"Mor6e83","VACCMEM",0.1
"Mor6e83","VIBUEDU",1
"Mor6e83","VIOLADU",0.1
"Mor6e84","CORNCAN",3
"Mor6e84","EPILANG",2
"Mor6e84","FESTOCC",3
"Mor6e84","GALIBOR",7
"Mor6e84","LONIINV",0.1
"Mor6e84","PETAFRI",0.1
"Mor6e84","PINUCON",0.1
"Mor6e84","ROSAACI",4
"Mor6e84","RUBUPUB",5
"Mor6e84","SPIRBET",12
"Mor6e84","SYMPCII",8
"Mor6e84","VACCMEM",0.1
"Mor6e84","VIBUEDU",1
"Mor6e84","VIOLADU",0.1
"Mor6e85","CORNCAN",1
"Mor6e85","EPILANG",1
"Mor6e85","FESTOCC",6
"Mor6e85","GALIBOR",5
"Mor6e85","PINUCON",2
"Mor6e85","POLYJUN",0.1
"Mor6e85","ROSAACI",4
"Mor6e85","RUBUPUB",2
"Mor6e85","SYMPCII",2
"Mor6e85","VIBUEDU",1
"Mor6e85","VIOLADU",0.1
"Mor6e86","CALACAN",2
"Mor6e86","CORNCAN",2
"Mor6e86","EPILANG",3
"Mor6e86","FESTOCC",1
"Mor6e86","GALIBOR",5
"Mor6e86","PETAFRI",1
"Mor6e86","PINUCON",3
"Mor6e86","POLYJUN",2
"Mor6e86","ROSAACI",2
"Mor6e86","RUBUPUB",2
"Mor6e86","SYMPCII",5
"Mor6e86","VACCCAE",0.1
"Mor6e86","VACCMEM",2
"Mor6e86","VIOLADU",0.1
"Mor6e87","CERAPUR",50
"Mor6e87","CORNCAN",3
"Mor6e87","EPILANG",2
"Mor6e87","FESTOCC",1
"Mor6e87","GALIBOR",5
"Mor6e87","LINNBOR",2
"Mor6e87","PETAFRI",0.1
"Mor6e87","PINUCON",5
"Mor6e87","POLYJUN",2
"Mor6e87","ROSAACI",2
"Mor6e87","RUBUIDA",2
"Mor6e87","SYMPCII",3
"Mor6e87","VACCCAE",1
"Mor6e87","VIBUEDU",1
"Mor6e87","VIOLADU",1
"Mor6e89","ACHIMIL",0.1
"Mor6e89","CERAPUR",65
"Mor6e89","CORNCAN",3
"Mor6e89","EPILANG",3
"Mor6e89","GALIBOR",7
"Mor6e89","LINNBOR",0.1
"Mor6e89","PETAFRI",1
"Mor6e89","PINUCON",8
"Mor6e89","ROSAACI",4
"Mor6e89","RUBUIDA",1
"Mor6e89","RUBUPUB",4
"Mor6e89","SPIRBET",20
"Mor6e89","SYMPCII",5
"Mor6e89","VACCCAE",1
"Mor6e89","VACCMEM",1
"Mor6e89","VIBUEDU",3
"Mor6e89","VIOLADU",0.1
"Mor6e92","ACHIMIL",1
"Mor6e92","AULAPAL",3
"Mor6e92","CERAPUR",12
"Mor6e92","CORNCAN",5
"Mor6e92","EPILANG",2
"Mor6e92","GALIBOR",3
"Mor6e92","LINNBOR",1
"Mor6e92","LONIINV",0.5
"Mor6e92","PELTIGE",2
"Mor6e92","PINUCON",41
"Mor6e92","POLYJUN",3
"Mor6e92","ROSAACI",6
"Mor6e92","RUBUPUB",1
"Mor6e92","SYMPCII",3
"Mor6e92","VACCCAE",0.5
"Mor6e92","VACCMEM",2
"Mor6e92","VIBUEDU",2
"Mor6e92","VIOLADU",0.1
"Mor7a01","ACHIMIL",2
"Mor7a01","AMELALN",1
"Mor7a01","ARNICOR",1
"Mor7a01","CALACAN",0.1
"Mor7a01","CLINUNI",20
"Mor7a01","CORNCAN",12
"Mor7a01","DICRFUS",0.1
"Mor7a01","EURYCON",4
"Mor7a01","FESTOCC",1
"Mor7a01","GALIBOR",8
"Mor7a01","GEOCLIV",4
"Mor7a01","LATHNEV",5
"Mor7a01","LINNBOR",25
"Mor7a01","LONIINV",2
"Mor7a01","PETAFRI",0.1
"Mor7a01","PINUCON",22
"Mor7a01","PLEUSCH",30
"Mor7a01","PTILCRI",50
"Mor7a01","ROSAACI",4
"Mor7a01","SORBSCO",2
"Mor7a01","SPIRBET",15
"Mor7a01","VACCMEM",18
"Mor7a01","VIBUEDU",1
"Mor7a01","VIOLORB",0.1
"Mor7a03","ACHIMIL",1
"Mor7a03","AMELALN",0.1
"Mor7a03","ARNICOR",1
"Mor7a03","CLINUNI",18
"Mor7a03","CORNCAN",12
"Mor7a03","EURYCON",4
"Mor7a03","FESTOCC",2
"Mor7a03","GALIBOR",10
"Mor7a03","GEOCLIV",5
"Mor7a03","LINNBOR",35
"Mor7a03","LONIINV",3
"Mor7a03","PETAFRI",1
"Mor7a03","PINUCON",22
"Mor7a03","PLEUSCH",35
"Mor7a03","PTILCRI",50
"Mor7a03","ROSAACI",3
"Mor7a03","SORBSCO",2
"Mor7a03","SPIRBET",12
"Mor7a03","VACCMEM",20
"Mor7a03","VIBUEDU",1
"Mor7a83","ACHIMIL",0.1
"Mor7a83","CLINUNI",4
"Mor7a83","CORNCAN",10
"Mor7a83","EPILANG",1
"Mor7a83","FESTOCC",0.1
"Mor7a83","GALIBOR",5
"Mor7a83","LATHNEV",4
"Mor7a83","LONIINV",0.1
"Mor7a83","PETAFRI",1
"Mor7a83","PINUCON",35
"Mor7a83","PLEUSCH",10
"Mor7a83","PTILCRI",15
"Mor7a83","ROSAACI",5
"Mor7a83","SPIRBET",15
"Mor7a83","SYMPCII",5
"Mor7a83","VACCMEM",10
"Mor7a84","ACHIMIL",0.1
"Mor7a84","CLINUNI",20
"Mor7a84","CORNCAN",17
"Mor7a84","EURYCON",7
"Mor7a84","FESTOCC",3
"Mor7a84","GALIBOR",8
"Mor7a84","LATHNEV",20
"Mor7a84","LONIINV",0.1
"Mor7a84","PETAFRI",2
"Mor7a84","PINUCON",35
"Mor7a84","PLEUSCH",15
"Mor7a84","PTILCRI",20
"Mor7a84","ROSAACI",4
"Mor7a84","SPIRBET",12
"Mor7a84","VACCMEM",12
"Mor7a84","VIBUEDU",0.1
"Mor7a85","ACHIMIL",0.1
"Mor7a85","CLINUNI",20
"Mor7a85","CORNCAN",15
"Mor7a85","EURYCON",8
"Mor7a85","FESTOCC",2
"Mor7a85","GALIBOR",10
"Mor7a85","LATHNEV",30
"Mor7a85","LONIINV",1
"Mor7a85","PETAFRI",1
"Mor7a85","PINUCON",30
"Mor7a85","PLEUSCH",15
"Mor7a85","PTILCRI",20
"Mor7a85","ROSAACI",1
"Mor7a85","SORBSCO",1
"Mor7a85","SPIRBET",18
"Mor7a85","VACCMEM",12
"Mor7a85","VIBUEDU",1
"Mor7a86","ABIELAS",0.2
"Mor7a86","ACHIMIL",0.1
"Mor7a86","ARNICOR",0.1
"Mor7a86","CALACAN",0.1
"Mor7a86","CLINUNI",23
"Mor7a86","CORNCAN",18
"Mor7a86","EPILANG",0.1
"Mor7a86","EURYCON",6
"Mor7a86","FESTOCC",2
"Mor7a86","GALIBOR",10
"Mor7a86","LATHNEV",33
"Mor7a86","LINNBOR",1
"Mor7a86","LONIINV",1
"Mor7a86","PINUCON",30
"Mor7a86","PLEUSCH",15
"Mor7a86","PTILCRI",23
"Mor7a86","ROSAACI",2
"Mor7a86","SORBSCO",1
"Mor7a86","SPIRBET",15
"Mor7a86","VACCMEM",15
"Mor7a86","VIBUEDU",1
"Mor7a87","ABIELAS",0.1
"Mor7a87","ACHIMIL",0.1
"Mor7a87","ARNICOR",0.1
"Mor7a87","CALACAN",0.1
"Mor7a87","CLINUNI",15
"Mor7a87","CORNCAN",18
"Mor7a87","EPILANG",0.1
"Mor7a87","EURYCON",3
"Mor7a87","FESTOCC",1
"Mor7a87","GALIBOR",8
"Mor7a87","LATHNEV",18
"Mor7a87","LINNBOR",0.1
"Mor7a87","LONIINV",1
"Mor7a87","PINUCON",30
"Mor7a87","PLEUSCH",12
"Mor7a87","PTILCRI",18
"Mor7a87","ROSAACI",2
"Mor7a87","SORBSCO",1
"Mor7a87","SPIRBET",15
"Mor7a87","VACCMEM",15
"Mor7a87","VIBUEDU",1
"Mor7a87","VICIAME",0.1
"Mor7a89","ACHIMIL",1
"Mor7a89","CALACAN",0.1
"Mor7a89","CLINUNI",18
"Mor7a89","CORNCAN",20
"Mor7a89","EURYCON",3
"Mor7a89","FESTOCC",4
"Mor7a89","GALIBOR",5
"Mor7a89","LATHNEV",6
"Mor7a89","LONIINV",1
"Mor7a89","PETAFRI",1
"Mor7a89","PINUCON",25
"Mor7a89","PLEUSCH",15
"Mor7a89","PTILCRI",25
"Mor7a89","ROSAACI",3
"Mor7a89","SORBSCO",1
"Mor7a89","SPIRBET",12
"Mor7a89","SYMPCII",0.1
"Mor7a89","VACCMEM",15
"Mor7a89","VIBUEDU",1
"Mor7a92","ACHIMIL",0.1
"Mor7a92","CALACAN",0.1
"Mor7a92","CLINUNI",25
"Mor7a92","CORNCAN",15
"Mor7a92","EURYCON",3
"Mor7a92","FESTOCC",1
"Mor7a92","GALIBOR",5
"Mor7a92","LATHNEV",5
"Mor7a92","LINNBOR",0.1
"Mor7a92","LONIINV",1
"Mor7a92","PINUCON",25
"Mor7a92","PLEUSCH",20
"Mor7a92","PTILCRI",25
"Mor7a92","ROSAACI",5
"Mor7a92","SORBSCO",1
"Mor7a92","SPIRBET",12
"Mor7a92","VACCMEM",15
"Mor7a92","VIBUEDU",1
"Mor7b01","ABIELAS",2
"Mor7b01","ACHIMIL",1
"Mor7b01","AMELALN",1
"Mor7b01","ARNICOR",1
"Mor7b01","CLINUNI",12
"Mor7b01","CORNCAN",12
"Mor7b01","DICRFUS",0.1
"Mor7b01","DIPHCOM",13
"Mor7b01","FESTOCC",0.1
