"","bgc","ss_nospace","suitability","spp","newsuit","mod","outrange","PlotNumber","Species","TotalA","TotalB","NutrientRegime_clean","MoistureRegime_clean","Elevation","SlopeGradient","Aspect","MesoSlopePosition","Latitude","Longitude","SuccessionalStatus","StructuralStage","SiteUnit","newsuit_ord","TotalAB"
"1333","CWHdm2","CWHdm2/112.2",NA,"Ss",1,"inputed",NA,"SA 094","PICESIT",48,0.699999988079071,"E",5,70,8,10,"LV",50.34444046,-125.20559692,"MEC",NA,"CWH dm 2 /112.2","1",48.6999999880791
"1337","CWHdm2","CWHdm2/104",NA,"Ba",3,"inputed",NA,"SA 086","ABIEAMA",0,11,"C",1,750,10,150,"CR",50.28610992,-125.89170074,"MEC",NA,NA,"3",11
"1338","CWHdm2","CWHdm2/111",NA,"Ba",2,"inputed",NA,"SA 085","ABIEAMA",6,14,"B",6,710,57,340,"MD",50.28610992,-125.89170074,"MEC",NA,NA,"2",20
"1346","CWHdm2","CWHdm2/112.1",NA,"Ss",3,"inputed",NA,"SA 012","PICESIT",3,0,"D",5,300,18,190,"LW",50.26667022,-125.74720001,"MS",NA,NA,"3",3
"1347","CWHdm2","CWHdm2/112.2",NA,"Ss",1,"inputed",NA,"SA 012","PICESIT",3,0,"D",5,300,18,190,"LW",50.26667022,-125.74720001,"MS",NA,NA,"1",3
"1358","CWHvm2","CWHvm2/101",NA,"Tw",3,"inputed",NA,"S95CT61","TAXUBRE",5,0,"C",5,2300,45,245,"MD",50.035792,-125.97968,"MC",NA,"CWH vm 2 /101","3",5
"1359","CWHvm2","CWHvm2/101",NA,"Tw",3,"inputed",NA,"S95CT61","TAXUBRE",5,0,"C",5,2300,45,245,"MD",50.035792,-125.97968,"MC",NA,"CWH vm 2 /101","3",5
"1360","CWHvm2","CWHvm2/101",NA,"Tw",3,"inputed",NA,"S95CT61","TAXUBRE",5,0,"C",5,2300,45,245,"MD",50.035792,-125.97968,"MC",NA,"CWH vm 2 /101","3",5
"1361","CWHvm2","CWHvm2/101",NA,"Tw",3,"inputed",NA,"S95CT61","TAXUBRE",5,0,"C",5,2300,45,245,"MD",50.035792,-125.97968,"MC",NA,"CWH vm 2 /101","3",5
"1362","CWHvm1","CWHvm1/112.2",NA,"Fd",3,"inputed",NA,"S95CT43","PSEUMEN",10,0,"C",5,820,3,50,"LV",50.094719,-126.048167,"MS",NA,"CWH vm 1 /112.2","3",10
"1363","CWHvm1","CWHvm1/112.2",NA,"Fd",3,"inputed",NA,"S95CT43","PSEUMEN",10,0,"C",5,820,3,50,"LV",50.094719,-126.048167,"MS",NA,"CWH vm 1 /112.2","3",10
"1364","CWHvm1","CWHvm1/102",NA,"Ba",3,"inputed",NA,"S95CT18","ABIEAMA",3,0,"A",1,530,100,350,"UP",50.09457,-126.0619,"MEC",NA,NA,"3",3
"1368","CWHvm2","CWHvm2/111.1",NA,"Tw",3,"inputed",NA,"S95CT10","TAXUBRE",0,1,"C",4,2450,40,280,"MD",50.048995,-126.190507,"MCC",NA,"CWH vm 2 /111.1","3",1
"1369","CWHvm2","CWHvm2/111.1",NA,"Tw",3,"inputed",NA,"S95CT10","TAXUBRE",0,1,"C",4,2450,40,280,"MD",50.048995,-126.190507,"MCC",NA,"CWH vm 2 /111.1","3",1
"1370","CWHvm2","CWHvm2/111.1",NA,"Tw",3,"inputed",NA,"S95CT10","TAXUBRE",0,1,"C",4,2450,40,280,"MD",50.048995,-126.190507,"MCC",NA,"CWH vm 2 /111.1","3",1
"1371","CWHvm2","CWHvm2/111.1",NA,"Tw",3,"inputed",NA,"S95CT10","TAXUBRE",0,1,"C",4,2450,40,280,"MD",50.048995,-126.190507,"MCC",NA,"CWH vm 2 /111.1","3",1
"1372","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"S95BR48","CALLNOO",10,0,"D",4,478,10,60,"MD",50.066246,-126.201756,"OC",NA,NA,"2",10
"1373","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"S95BR48","CALLNOO",10,0,"D",4,478,10,60,"MD",50.066246,-126.201756,"OC",NA,NA,"2",10
"1374","CWHvm2","CWHvm2/102",NA,"Ba",3,"inputed",NA,"S95BR38","ABIEAMA",5,5,"B",2,611,35,275,"UP",50.065191,-126.069994,"MEC",NA,NA,"3",10
"1375","CWHvm4","CWHvm4/102",NA,"Ba",3,"inputed",NA,"S95BR38","ABIEAMA",5,5,"B",2,611,35,275,"UP",50.065191,-126.069994,"MEC",NA,NA,"3",10
"1376","CWHvm3","CWHvm3/Ws56",NA,"Ba",2,"inputed",NA,"S95BR14","ABIEAMA",0,0.5,"D",7,426,5,340,"UP",50.042934,-126.176833,"YS",NA,NA,"2",0.5
"1382","MSdm1","MSdm1/101",NA,"Cw",3,"inputed",NA,"S780446","THUJPLI",3,0.5,"B",4,1317,37,60,"UP",49.5989741896211,-118.92113710211,"MS",NA,"MS  dm 1 /101","3",3.5
"1384","ICHmk1","ICHmk1/112",NA,"Tw",3,"inputed",NA,"S780432","TAXUBRE",0,2.5,"D",6,1280,10,158,"LW",49.67889022,-118.84220123,"MEC",NA,"ICH mk 1 /112","3",2.5
"1385","ICHmk1","ICHmk1/112",NA,"Tw",3,"inputed",NA,"S780432","TAXUBRE",0,2.5,"D",6,1280,10,158,"LW",49.67889022,-118.84220123,"MEC",NA,"ICH mk 1 /112","3",2.5
"1386","ICHmk1","ICHmk1/112",NA,"Tw",3,"inputed",NA,"S780432","TAXUBRE",0,2.5,"D",6,1280,10,158,"LW",49.67889022,-118.84220123,"MEC",NA,"ICH mk 1 /112","3",2.5
"1387","ICHmk1","ICHmk1/112",NA,"Tw",3,"inputed",NA,"S780432","TAXUBRE",0,2.5,"D",6,1280,10,158,"LW",49.67889022,-118.84220123,"MEC",NA,"ICH mk 1 /112","3",2.5
"1398","MHmm2","MHmm2/113",NA,"Bl",1,"inputed",NA,"RYAN054","ABIELAS",10,0,"D",6,1390,15,300,"TO",50.4448199659234,-123.190159274276,NA,"7","MH  mm 2 /113","1",10
"1401","CWHms5","CWHms5/101.2",NA,"Yc",2,"inputed",NA,"RYAN022","CALLNOO",7,0,"B",3,1169,42,60,"UP",50.3585653599096,-122.919165094907,NA,"7",NA,"2",7
"1402","MHmm2","MHmm2/112",NA,"Fd",2,"inputed",NA,"RYAN020","PSEUMEN",15,0,"C",3,1117,24,336,"MD",50.4283222156601,-123.298979491748,NA,"7","MH  mm 2 /112","2",15
"1403","MHmm2","MHmm2/112",NA,"Fd",2,"inputed",NA,"RYAN020","PSEUMEN",15,0,"C",3,1117,24,336,"MD",50.4283222156601,-123.298979491748,NA,"7","MH  mm 2 /112","2",15
"1404","MHmm2","MHmm2/112",NA,"Fd",2,"inputed",NA,"RYAN020","PSEUMEN",15,0,"C",3,1117,24,336,"MD",50.4283222156601,-123.298979491748,NA,"7","MH  mm 2 /112","2",15
"1406","CWHms3","CWHms3/101",NA,"Bl",2,"inputed",NA,"RYAN008","ABIELAS",25,12,"B",2,1290,82,220,"MD",50.463311835849,-123.103358909793,NA,"6",NA,"2",37
"1410","MSxk1","MSxk1/103",NA,"Sx",3,"inputed",NA,"RT32114","PICEENE",0,0.100000001490116,"B",2,1340,22,84,"CR",49.5940638873327,-120.332703188085,"YS","3b",NA,"3",0.100000001490116
"1417","IDFdk1","IDFdk1/105",NA,"Sx",3,"inputed",NA,"RT31913","PICEENE",0,0.200000002980232,"C",4,1356,11,216,"TO",49.40224450142,-120.128196110815,"YS","5",NA,"3",0.200000002980232
"1419","IDFdk1","IDFdk1/103",NA,"At",3,"inputed",NA,"RT31413","POPUTRE",1,0.5,"C",1,1108,48,220,"UP",49.9396011160363,-120.773802426029,"MS","5",NA,"3",1.5
"1420","IDFdk1","IDFdk1/103",NA,"At",3,"inputed",NA,"RT31313","POPUTRE",0,0.100000001490116,"C",1,1107,49,244,"UP",49.9400918830617,-120.774532447433,"MS","5",NA,"3",0.100000001490116
"1421","IDFdk1","IDFdk1/111",NA,"Fd",2,"inputed",NA,"RT30813","PSEUMEN",15,1,"D",5,1169,6,20,"TO",49.9494715959257,-120.463441715794,"MS","5",NA,"2",16
"1423","IDFdk1","IDFdk1/103",NA,"At",3,"inputed",NA,"RT30713","POPUTRE",0,0.5,"C",1,1208,46,176,"UP",49.9105118883724,-120.479960102208,"MEC","5",NA,"3",0.5
"1424","IDFdk1","IDFdk1/103",NA,"At",3,"inputed",NA,"RT30613","POPUTRE",0,1.10000002384186,"C",1,112,50,188,"UP",50.296830805572,-120.30603960702,"MS","5",NA,"3",1.10000002384186
"1435","MSdk","MSdk/102",NA,"Sx",3,"inputed",NA,"RS23304","PICEENE",2,0,"B",2,1410,70,168,"MD",50.6466710549735,-115.972778831097,"MEC","6","MS  dk   /102","3",2
"1436","ESSFdkw","ESSFdkw/101",NA,"Pa",3,"inputed",NA,"RS23261","PINUALB",1,1,"D",4,2160,68,290,"UP",50.5958365234025,-115.909993210592,"MCC","7","ESSFdkw  /101","3",2
"1437","MSdk","MSdk/102",NA,"Sx",3,"inputed",NA,"RS23215","PICEENE",5,1,"B",0,1460,42,135,"UP",50.7775003403661,-116.089173243381,"MEC","6","MS  dk   /102","3",6
"1439","CDFmm","CDFmm/Ws53",NA,"Fd",3,"inputed",NA,"RO 403","PSEUMEN",3,0,"D",7,9,3,90,NA,48.427494,-123.476006,NA,NA,NA,"3",3
"1463","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 347","TAXUBRE",3,0,"C",3,92,9,360,NA,48.497045,-123.340319,"MC",NA,"CDF mm   /105","3",3
"1464","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 347","TAXUBRE",3,0,"C",3,92,9,360,NA,48.497045,-123.340319,"MC",NA,"CDF mm   /105","3",3
"1465","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 347","TAXUBRE",3,0,"C",3,92,9,360,NA,48.497045,-123.340319,"MC",NA,"CDF mm   /105","3",3
"1466","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 347","TAXUBRE",3,0,"C",3,92,9,360,NA,48.497045,-123.340319,"MC",NA,"CDF mm   /105","3",3
"1467","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 347","TAXUBRE",3,0,"C",3,92,9,360,NA,48.497045,-123.340319,"MC",NA,"CDF mm   /105","3",3
"1468","CDFmm","CDFmm/Ws53",NA,"Fd",3,"inputed",NA,"RO 242","PSEUMEN",3,0,"D",7,15,7,90,NA,48.576249,-123.369493,NA,NA,NA,"3",3
"1470","CDFmm","CDFmm/Ws53",NA,"Fd",3,"inputed",NA,"RO 239","PSEUMEN",0.699999988079071,0,"D",7,11,9,90,NA,48.576466,-123.369188,NA,NA,NA,"3",0.699999988079071
"1472","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 178","TAXUBRE",0.699999988079071,0,"A",2,24,5,270,NA,48.606297,-123.475108,"MC",NA,"CDF mm   /105","3",0.699999988079071
"1473","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 178","TAXUBRE",0.699999988079071,0,"A",2,24,5,270,NA,48.606297,-123.475108,"MC",NA,"CDF mm   /105","3",0.699999988079071
"1474","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 178","TAXUBRE",0.699999988079071,0,"A",2,24,5,270,NA,48.606297,-123.475108,"MC",NA,"CDF mm   /105","3",0.699999988079071
"1475","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 178","TAXUBRE",0.699999988079071,0,"A",2,24,5,270,NA,48.606297,-123.475108,"MC",NA,"CDF mm   /105","3",0.699999988079071
"1476","CDFmm","CDFmm/105",NA,"Tw",3,"inputed",NA,"RO 178","TAXUBRE",0.699999988079071,0,"A",2,24,5,270,NA,48.606297,-123.475108,"MC",NA,"CDF mm   /105","3",0.699999988079071
"1490","ICHmw5","ICHmw5/103",NA,"Tw",4,"inputed",NA,"RG008","TAXUBRE",0,0.5,"C",2,795,40,276,"MD",50.984469609835,-118.954389361728,NA,"5",NA,"4",0.5
"1494","ICHmw4","ICHmw4/103",NA,"Sx",3,"inputed",NA,"RG008","PICEENE",3,0,"C",2,795,40,276,"MD",50.984469609835,-118.954389361728,NA,"5",NA,"3",3
"1497","ICHmw2","ICHmw2/101",NA,"Tw",3,"inputed",NA,"RG007","TAXUBRE",0,7,"C",4,885,36,296,"MD",50.9854838246203,-118.949131540683,NA,"7","ICH mw 2 /101","3",7
"1498","ICHmk2","ICHmk2/06",NA,"Fd",2,"inputed",NA,"REC8316","PSEUMEN",50,0,"D",5,1180,5,192,"DP",51.2172203,-119.77749633,"MS","6","ICH mk 2 /06","2",50
"1506","ESSFwc2","ESSFwc2/05",NA,"Hw",3,"inputed",NA,"REC3320","TSUGHET",1,0,"A",1,1448,0,300,"CR",52.3954101982858,-119.13600725963,"MEC",NA,"ESSFwc 2 /05","3",1
"1509","CWHds1","CWHds1/101b",NA,"Tw",3,"inputed",NA,"RCO7920","TAXUBRE",0,3,"B",2,685,14,200,"UP",49.94084167,-121.96949768,"OC","6","CWH ds 1 /101b","3",3
"1510","CWHds1","CWHds1/101b",NA,"Tw",3,"inputed",NA,"RCO7920","TAXUBRE",0,3,"B",2,685,14,200,"UP",49.94084167,-121.96949768,"OC","6","CWH ds 1 /101b","3",3
"1531","CWHvm1","CWHvm1/103",NA,"Yc",2,"inputed",NA,"RCO7754","CALLNOO",8,17,"C",1,206,18,350,"UP",52.21500015,-127.57929992,"MEC","3b",NA,"2",25
"1532","CWHvm3","CWHvm3/103",NA,"Yc",2,"inputed",NA,"RCO7754","CALLNOO",8,17,"C",1,206,18,350,"UP",52.21500015,-127.57929992,"MEC","3b",NA,"2",25
"1533","CWHvm1","CWHvm1/103",NA,"Hm",2,"inputed",NA,"RCO7754","TSUGMER",0,6,"C",1,206,18,350,"UP",52.21500015,-127.57929992,"MEC","3b",NA,"2",6
"1534","CWHvm3","CWHvm3/103",NA,"Hm",2,"inputed",NA,"RCO7754","TSUGMER",0,6,"C",1,206,18,350,"UP",52.21500015,-127.57929992,"MEC","3b",NA,"2",6
"1535","CWHvh3","CWHvh3/Wb53",NA,"Hw",3,"inputed",NA,"RCO7752","TSUGHET",5,10,"A",5,92,11,165,"TO",52.08010864,-128.15919494,"MEC","6Cs",NA,"3",15
"1536","CWHvh2","CWHvh2/103",NA,"Hm",2,"inputed",NA,"RCO7748","TSUGMER",5,0,"B",1,55,45,286,"UP",52.04502868,-128.1448059,"MEC","7","CWH vh 2 /103","2",5
"1537","CWHvh2","CWHvh2/103",NA,"Hm",2,"inputed",NA,"RCO7748","TSUGMER",5,0,"B",1,55,45,286,"UP",52.04502868,-128.1448059,"MEC","7","CWH vh 2 /103","2",5
"1540","CWHws3","CWHws3/102",NA,"Hm",3,"inputed",NA,"RCO7736","TSUGMER",0,7,"B",0,55,30,180,"CR",52.38513946,-127.21340179,"MEC","7Ci",NA,"3",7
"1542","MHwh","MHwh/101a",NA,"Hm",1,"inputed",NA,"RCO7731","TSUGMER",30,35,"D",2,687,70,60,"MD",53.46860885,-132.31610107,"MEC","6","MH  wh   /101a","1",65
"1543","MHwh","MHwh/101a",NA,"Ss",2,"inputed",NA,"RCO7731","PICESIT",35,10,"D",2,687,70,60,"MD",53.46860885,-132.31610107,"MEC","6","MH  wh   /101a","2",45
"1545","MHwh","MHwh/101b",NA,"Hw",1,"inputed",NA,"RCO7726","TSUGHET",5,8,"B",5,600,29,86,"MD",53.26556015,-132.22169494,"MEC","6","MH  wh   /101b","1",13
"1546","MHwh","MHwh/101b",NA,"Ss",2,"inputed",NA,"RCO7726","PICESIT",0,2,"B",5,600,29,86,"MD",53.26556015,-132.22169494,"MEC","6","MH  wh   /101b","2",2
"1547","MHwh","MHwh/101b",NA,"Yc",1,"inputed",NA,"RCO7726","CALLNOO",60,1,"B",5,600,29,86,"MD",53.26556015,-132.22169494,"MEC","6","MH  wh   /101b","1",61
"1548","MHwh","MHwh/101b",NA,"Hm",1,"inputed",NA,"RCO7726","TSUGMER",20,10,"B",5,600,29,86,"MD",53.26556015,-132.22169494,"MEC","6","MH  wh   /101b","1",30
"1549","CWHdm2","CWHdm2/103",NA,"Cw",3,"inputed",NA,"RCO7701","THUJPLI",0,1,"B",1,467,8,99,"CR",49.21611022,-124.84690093,"MEC","6","CWH dm 2 /103","3",1
"1550","CWHdm2","CWHdm2/103",NA,"Cw",3,"inputed",NA,"RCO7701","THUJPLI",0,1,"B",1,467,8,99,"CR",49.21611022,-124.84690093,"MEC","6","CWH dm 2 /103","3",1
"1559","IDFdk1","IDFdk1/105",NA,"Sx",3,"inputed",NA,"RC7069","PICEENE",0,0.5,"C",4,1240,10,145,"MD",50.35417175,-120.0333023,NA,NA,"IDF dk 1 /105","3",0.5
"1565","BWBSmk","BWBSmk/111",NA,"Bl",4,"inputed",NA,"RA74021","ABIELAS",0,0.5,"C",6,720,1,90,NA,58.65832901,-124.24169921,NA,NA,"BWBSmk   /111","4",0.5
"1568","MSdm1","MSdm1/101",NA,"Cw",3,"inputed",NA,"R780420","THUJPLI",0,2,"B",4,1280,21,338,"MD",49.7958316093485,-119.072796207553,"MS",NA,"MS  dm 1 /101","3",2
"1570","SWBmk","SWBmk/01",NA,"Sb",3,"inputed",NA,"R1012","PICEMAR",5,0,"C",6,1060,21,345,"MD",57.60832977,-124.77500152,NA,NA,"SWB mk   /01","3",5
"1571","SWBmk","SWBmk/01",NA,"Sb",3,"inputed",NA,"R0127","PICEMAR",2,3,"C",5,1260,7,230,"LW",58.17499923,-123.42500305,NA,NA,"SWB mk   /01","3",5
"1572","SWBmk","SWBmk/01",NA,"Sb",3,"inputed",NA,"R0120","PICEMAR",0,0.5,"C",4,1110,30,60,"up",59.90832901,-124.9083023,NA,NA,"SWB mk   /01","3",0.5
"1577","ICHmw4","ICHmw4/103",NA,"Sx",3,"inputed",NA,"R-73","PICEENE",3,0,"B",2,1280,46,273,"MD",50.0131963516387,-117.722485344231,NA,"3b",NA,"3",3
"1584","CWHwh1","CWHwh1/115",NA,"Tw",3,"inputed",NA,"QCIQ5","TAXUBRE",5,0,"B",6,180,10,260,"LW",53.32500076,-132.29170227,NA,NA,"CWH wh 1 /115","3",5
"1588","MHwh","MHwh/101b",NA,"Yc",1,"inputed",NA,"QCIA18","CALLNOO",50.0999984741211,0,"B",6,615,5,200,"CR",53.147286,-132.010193,NA,NA,"MH  wh   /101b","1",50.0999984741211
"1589","MHwh","MHwh/101b",NA,"Hm",1,"inputed",NA,"QCIA18","TSUGMER",20,0,"B",6,615,5,200,"CR",53.147286,-132.010193,NA,NA,"MH  wh   /101b","1",20
"1590","MHwh","MHwh/101b",NA,"Ss",2,"inputed",NA,"QCIA18","PICESIT",20.1000003814697,0,"B",6,615,5,200,"CR",53.147286,-132.010193,NA,NA,"MH  wh   /101b","2",20.1000003814697
"1591","MHwh","MHwh/101b",NA,"Hw",1,"inputed",NA,"QCIA18","TSUGHET",70,0,"B",6,615,5,200,"CR",53.147286,-132.010193,NA,NA,"MH  wh   /101b","1",70
"1593","MHwh","MHwh/101a",NA,"Hm",1,"inputed",NA,"QCIA16","TSUGMER",15,0,"C",2,650,60,230,"UP",53.147286,-132.010193,NA,NA,"MH  wh   /101a","1",15
"1594","MHwh","MHwh/101a",NA,"Ss",2,"inputed",NA,"QCIA16","PICESIT",5.5,0,"C",2,650,60,230,"UP",53.147286,-132.010193,NA,NA,"MH  wh   /101a","2",5.5
"1595","IDFxx2","IDFxx2/101",NA,"Pl",3,"inputed",NA,"PyGIF93","PINUCON",1,0,"C",4,880,22,285,"MD",49.8411170861241,-115.702497040404,NA,NA,NA,"3",1
"1613","ICHwk1","ICHwk1/04",NA,"Tw",3,"inputed",NA,"PSP9710","TAXUBRE",0,2,"C",3,740,55,27,"MD",50.5343164577607,-117.374053376823,NA,NA,NA,"3",2
"1621","IDFdm2","IDFdm2/103",NA,"Sx",2,"inputed",NA,"PSP9326","PICEENE",0,3,"D",4,860,20,8,"MD",49.3261037964068,-115.203835299461,"MS",NA,NA,"2",3
"1642","CWHvh3","CWHvh3/106",NA,"Hm",2,"inputed",NA,"PS9385","TSUGMER",15,0,"D",3,100,65,340,"UP",52.9342,-132.121825,"MCC","7","CWH vh 3 /106","2",15
"1643","CWHvh3","CWHvh3/115",NA,"Hm",3,"inputed",NA,"PS9384","TSUGMER",15,0,"B",6,400,40,60,"MD",53.009105,-132.146969,"MCC","7","CWH vh 3 /115","3",15
"1646","CWHvh3","CWHvh3/101a",NA,"Tw",3,"inputed",NA,"PS9355","TAXUBRE",0,2,"C",4,40,45,250,"MD",52.934932,-132.12778,NA,NA,"CWH vh 3 /101a","3",2
"1649","MHwh","MHwh/102",NA,"Hw",3,"inputed",NA,"PS9341","TSUGHET",0,3,"A",2,590,70,125,"UP",53.031959,-131.991603,"MEC","7","MH  wh   /102","3",3
"1651","MHwh","MHwh/101a",NA,"Ss",2,"inputed",NA,"PS9335","PICESIT",12,0,"C",4,630,50,5,"UP",53.036394,-132.269699,"MC","7","MH  wh   /101a","2",12
"1653","CWHvh3","CWHvh3/103.2",NA,"Ss",1,"inputed",NA,"PS9330","PICESIT",25,1,"B",0,20,100,255,"MD",52.946173,-132.356858,"MEC","5","CWH vh 3 /103 .2","1",26
"1654","CWHvh3","CWHvh3/103.2",NA,"Ss",1,"inputed",NA,"PS9329","PICESIT",40,0,"C",4,5,15,255,"TO",52.947165,-132.356802,"MEC","7","CWH vh 3 /103 .2","1",40
"1657","CWHvh3","CWHvh3/105",NA,"Hm",3,"inputed",NA,"PS9325","TSUGMER",10,0,"C",3,40,60,145,"LW",53.00101,-132.136577,"MEC","7","CWH vh 3 /105","3",10
"1658","CWHvh3","CWHvh3/115",NA,"Hm",3,"inputed",NA,"PS9321","TSUGMER",0,5,"B",6,120,30,120,"LW",53.079936,-132.362387,"MEC","7","CWH vh 3 /115","3",5
"1659","MHwh","MHwh/101a",NA,"Yc",2,"inputed",NA,"PS9317","CALLNOO",3,0,"C",3,760,55,120,"UP",53.072831,-132.262595,"MCC","7","MH  wh   /101a","2",3
"1660","MHwh","MHwh/101a",NA,"Hm",1,"inputed",NA,"PS9317","TSUGMER",55,7,"C",3,760,55,120,"UP",53.072831,-132.262595,"MCC","7","MH  wh   /101a","1",62
"1661","MHwh","MHwh/101a",NA,"Ss",2,"inputed",NA,"PS9317","PICESIT",15,5,"C",3,760,55,120,"UP",53.072831,-132.262595,"MCC","7","MH  wh   /101a","2",20
"1664","MHwh","MHwh/101a",NA,"Ss",2,"inputed",NA,"PS9314","PICESIT",20,3,"C",3,590,65,310,"UP",52.949173,-132.078467,"MCC","7","MH  wh   /101a","2",23
"1665","MHwh","MHwh/101a",NA,"Hm",1,"inputed",NA,"PS9314","TSUGMER",5,0,"C",3,590,65,310,"UP",52.949173,-132.078467,"MCC","7","MH  wh   /101a","1",5
"1666","CWHvh3","CWHvh3/115",NA,"Hm",3,"inputed",NA,"PS9312","TSUGMER",13,10,"B",5,360,25,130,"LW",52.965232,-132.037799,"MEC","7","CWH vh 3 /115","3",23
"1667","CWHvh3","CWHvh3/115",NA,"Hm",3,"inputed",NA,"PS9309","TSUGMER",3,3,"B",5,150,35,45,"LW",52.96751,-132.180506,"MEC","7","CWH vh 3 /115","3",6
"1669","CWHvh3","CWHvh3/103.2",NA,"Ss",1,"inputed",NA,"PS9298","PICESIT",26,60,"C",3,20,20,220,"LW",53.03847,-132.515608,"YEC","3","CWH vh 3 /103 .2","1",86
"1671","CWHvh3","CWHvh3/115",NA,"Hm",3,"inputed",NA,"PS9294","TSUGMER",0,7,"A",6,210,40,30,"MD",53.101584,-132.328825,"MCC","7","CWH vh 3 /115","3",7
"1672","CWHvh3","CWHvh3/101a",NA,"Tw",3,"inputed",NA,"PS9293","TAXUBRE",0,2,"B",4,90,10,160,"LW",53.085259,-132.324034,"MCC","7","CWH vh 3 /101a","3",2
"1674","CWHvh3","CWHvh3/103.1",NA,"Hw",1,"inputed",NA,"PS9289","TSUGHET",35,10,"C",3,5,90,20,"LW",52.98656,-132.147721,"MCC","7","CWH vh 3 /103 .1","1",45
"1675","CWHvh3","CWHvh3/103.1",NA,"Ss",2,"inputed",NA,"PS9289","PICESIT",12,0,"C",3,5,90,20,"LW",52.98656,-132.147721,"MCC","7","CWH vh 3 /103 .1","2",12
"1676","CWHvh3","CWHvh3/103.1",NA,"Ss",2,"inputed",NA,"PS9282","PICESIT",17,1,"D",4,5,10,250,"TO",53.018741,-132.262896,"MEC","7","CWH vh 3 /103 .1","2",18
"1677","CWHvh3","CWHvh3/103.1",NA,"Hw",1,"inputed",NA,"PS9282","TSUGHET",15,0,"D",4,5,10,250,"TO",53.018741,-132.262896,"MEC","7","CWH vh 3 /103 .1","1",15
"1679","CWHvh3","CWHvh3/115",NA,"Hm",3,"inputed",NA,"PS9277","TSUGMER",7,0,"C",5,425,25,190,"MD",53.000319,-132.174509,"MEC","7","CWH vh 3 /115","3",7
"1681","CWHvh3","CWHvh3/115",NA,"Hm",3,"inputed",NA,"PS9273","TSUGMER",23,8,"B",6,100,5,200,"LW",52.984992,-132.102245,"MCC","7","CWH vh 3 /115","3",31
"1682","CWHvh3","CWHvh3/115",NA,"Tw",3,"inputed",NA,"PS9273","TAXUBRE",0,1,"B",6,100,5,200,"LW",52.984992,-132.102245,"MCC","7","CWH vh 3 /115","3",1
"1685","MHwh","MHwh/101a",NA,"Hm",1,"inputed",NA,"PS9257","TSUGMER",30,0,"C",3,700,75,310,"UP",52.968444,-132.010088,"MCC","7","MH  wh   /101a","1",30
"1687","MHwh","MHwh/101a",NA,"Ss",2,"inputed",NA,"PS9257","PICESIT",20,0,"C",3,700,75,310,"UP",52.968444,-132.010088,"MCC","7","MH  wh   /101a","2",20
"1693","CWHvm1","CWHvm1/Fl51",NA,"Cw",2,"inputed",NA,"PROY39","THUJPLI",18,8.5,"C",6,100,25,70,"LW",53.06193923,-128.705307,NA,NA,NA,"2",26.5
"1694","CWHvm3","CWHvm3/Fl51",NA,"Cw",2,"inputed",NA,"PROY39","THUJPLI",18,8.5,"C",6,100,25,70,"LW",53.06193923,-128.705307,NA,NA,NA,"2",26.5
"1695","CWHvm1","CWHvm1/Fl51",NA,"Hw",1,"inputed",NA,"PROY39","TSUGHET",0,15,"C",6,100,25,70,"LW",53.06193923,-128.705307,NA,NA,NA,"1",15
"1696","CWHvm3","CWHvm3/Fl51",NA,"Hw",1,"inputed",NA,"PROY39","TSUGHET",0,15,"C",6,100,25,70,"LW",53.06193923,-128.705307,NA,NA,NA,"1",15
"1697","CWHvm1","CWHvm1/Fl51",NA,"Hm",2,"inputed",NA,"PROY39","TSUGMER",12,15,"C",6,100,25,70,"LW",53.06193923,-128.705307,NA,NA,NA,"2",27
"1698","CWHvm3","CWHvm3/Fl51",NA,"Hm",2,"inputed",NA,"PROY39","TSUGMER",12,15,"C",6,100,25,70,"LW",53.06193923,-128.705307,NA,NA,NA,"2",27
"1703","CWHvm1","CWHvm1/Fl51",NA,"Tw",3,"inputed",NA,"PROY39","TAXUBRE",0,1.10000002384186,"C",6,100,25,70,"LW",53.06193923,-128.705307,NA,NA,NA,"3",1.10000002384186
"1704","CWHvm3","CWHvm3/Fl51",NA,"Tw",3,"inputed",NA,"PROY39","TAXUBRE",0,1.10000002384186,"C",6,100,25,70,"LW",53.06193923,-128.705307,NA,NA,NA,"3",1.10000002384186
"1705","CWHvm1","CWHvm1/Fl51",NA,"Yc",1,"inputed",NA,"PROY39","CALLNOO",17,12,"C",6,100,25,70,"LW",53.06193923,-128.705307,NA,NA,NA,"1",29
