"","bgc","ss_nospace","suitability","spp","newsuit","mod","outrange","PlotNumber","Species","TotalA","TotalB","NutrientRegime_clean","MoistureRegime_clean","Elevation","SlopeGradient","Aspect","MesoSlopePosition","Latitude","Longitude","SuccessionalStatus","StructuralStage","SiteUnit","newsuit_ord","TotalAB"
"5205","CWHms5","CWHms5/103.1",NA,"Tw",3,"inputed",NA,"BIRK43","TAXUBRE",0,10,"B",2,1167,50,170,"MD",50.5353940252837,-122.800601171149,NA,"6",NA,"3",10
"5207","CWHms3","CWHms3/103",NA,"Bl",2,"inputed",NA,"BIRK43","ABIELAS",22,0,"B",2,1167,50,170,"MD",50.5353940252837,-122.800601171149,NA,"6",NA,"2",22
"5213","CWHds1","CWHds1/101",NA,"Ba",2,"inputed",NA,"BIRK28","ABIEAMA",0,0.100000001490116,"B",2,958,20,140,"UP",50.5033015773709,-122.755753552204,NA,"5",NA,"2",0.100000001490116
"5215","CWHms3","CWHms3/101",NA,"Pw",3,"inputed",NA,"BIRK23","PINUMON",6,0,"B",4,1383,15,140,"MD",50.4908701809349,-122.801662674178,NA,"6",NA,"3",6
"5217","CWHds1","CWHds1/101",NA,"Bl",2,"inputed",NA,"BIRK20","ABIELAS",15,5,"C",3,1250,55,343,"MD",50.5003628862798,-122.71329854334,NA,"6",NA,"2",20
"5218","CWHds1","CWHds1/101a",NA,"Bl",2,"inputed",NA,"BIRK20","ABIELAS",15,5,"C",3,1250,55,343,"MD",50.5003628862798,-122.71329854334,NA,"6",NA,"2",20
"5219","CWHds1","CWHds1/101",NA,"Ba",2,"inputed",NA,"BIRK20","ABIEAMA",5,0,"C",3,1250,55,343,"MD",50.5003628862798,-122.71329854334,NA,"6",NA,"2",5
"5220","CWHds1","CWHds1/101a",NA,"Ba",2,"inputed",NA,"BIRK20","ABIEAMA",5,0,"C",3,1250,55,343,"MD",50.5003628862798,-122.71329854334,NA,"6",NA,"2",5
"5222","CWHds1","CWHds1/101",NA,"Ba",2,"inputed",NA,"BIRK13","ABIEAMA",0,0.400000005960464,"C",3,1025,35,197,"MD",50.3832604027376,-122.761265424156,NA,"5",NA,"2",0.400000005960464
"5223","CWHds1","CWHds1/101a",NA,"Ba",2,"inputed",NA,"BIRK13","ABIEAMA",0,0.400000005960464,"C",3,1025,35,197,"MD",50.3832604027376,-122.761265424156,NA,"5",NA,"2",0.400000005960464
"5224","CWHds1","CWHds1/101",NA,"Yc",2,"inputed",NA,"BIRK10","CALLNOO",3,3.5,"C",4,1130,35,198,"MD",50.3899755133432,-122.782670653384,NA,NA,NA,"2",6.5
"5225","CWHds1","CWHds1/101a",NA,"Yc",2,"inputed",NA,"BIRK10","CALLNOO",3,3.5,"C",4,1130,35,198,"MD",50.3899755133432,-122.782670653384,NA,NA,NA,"2",6.5
"5226","CWHds1","CWHds1/101",NA,"Bl",2,"inputed",NA,"BIRK10","ABIELAS",15,3,"C",4,1130,35,198,"MD",50.3899755133432,-122.782670653384,NA,NA,NA,"2",18
"5227","CWHds1","CWHds1/101a",NA,"Bl",2,"inputed",NA,"BIRK10","ABIELAS",15,3,"C",4,1130,35,198,"MD",50.3899755133432,-122.782670653384,NA,NA,NA,"2",18
"5228","CWHds1","CWHds1/101",NA,"Hm",3,"inputed",NA,"BIRK10","TSUGMER",6,2.5,"C",4,1130,35,198,"MD",50.3899755133432,-122.782670653384,NA,NA,NA,"3",8.5
"5229","CWHds1","CWHds1/101a",NA,"Hm",3,"inputed",NA,"BIRK10","TSUGMER",6,2.5,"C",4,1130,35,198,"MD",50.3899755133432,-122.782670653384,NA,NA,NA,"3",8.5
"5230","CWHds1","CWHds1/101",NA,"Ba",2,"inputed",NA,"BIRK10","ABIEAMA",12,9,"C",4,1130,35,198,"MD",50.3899755133432,-122.782670653384,NA,NA,NA,"2",21
"5231","CWHds1","CWHds1/101a",NA,"Ba",2,"inputed",NA,"BIRK10","ABIEAMA",12,9,"C",4,1130,35,198,"MD",50.3899755133432,-122.782670653384,NA,NA,NA,"2",21
"5237","CWHms5","CWHms5/110",NA,"Bl",2,"inputed",NA,"BIRK02","ABIELAS",12,10,"C",4,1230,20,155,"MD",50.6068900936747,-122.654582702863,NA,"6",NA,"2",22
"5257","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BC3Y6","PICESIT",22,0,"C",3,270,60,270,"MD",52.4691658,-126.37560272,"MCC","6",NA,"2",22
"5258","ESSFmw","ESSFmw/03",NA,"Hm",2,"inputed",NA,"BC3Y34","TSUGMER",0,5,"B",1,1400,20,100,"CR",52.30416488,-126.01719665,"MS","6",NA,"2",5
"5259","ESSFmw","ESSFmw/03",NA,"Hm",2,"inputed",NA,"BC3Y3","TSUGMER",7,9.5,"B",3,1040,10,260,"LW",52.59888839,-126.42890167,"MEC","6",NA,"2",16.5
"5260","ESSFmw","ESSFmw/03",NA,"Hm",2,"inputed",NA,"BC3Y2","TSUGMER",7,9.5,"B",3,1140,20,190,"MD",52.60777664,-126.47779846,"MEC","6",NA,"2",16.5
"5261","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BC3Y10","PICESIT",0.5,0,"C",4,180,70,20,"MD",51.81416702,-126.23639678,"MCC","6",NA,"2",0.5
"5265","ESSFmw","ESSFmw/03",NA,"Hm",2,"inputed",NA,"BC3M3","TSUGMER",7,17,"B",3,1080,30,190,"UP",52.59999847,-126.43360137,"MEC","6",NA,"2",24
"5267","CWHds2","CWHds2/101",NA,"Ba",2,"inputed",NA,"BC3M27","ABIEAMA",7,0.5,"C",4,440,20,160,"MD",52.37444305,-126.7086029,"MCC","6",NA,"2",7.5
"5269","CWHws2","CWHws2/110",NA,"Fd",2,"inputed",NA,"BC3M14","PSEUMEN",2.5,0,"D",4,500,40,240,"MD",51.8702774,-126.18859863,"YS","5",NA,"2",2.5
"5272","MHmm2","MHmm2/102",NA,"Pa",3,"inputed",NA,"BC2Y47","PINUALB",0,2.5,"B",1,1370,10,170,"CR",52.46722412,-126.40889739,"MEC","7",NA,"3",2.5
"5273","ESSFmw","ESSFmw/03",NA,"Hm",2,"inputed",NA,"BC2Y42","TSUGMER",0,2.5,"B",2,1560,30,270,"UP",52.47722244,-126.33309936,"MEC","6",NA,"2",2.5
"5280","MHmm2","MHmm2/101",NA,"Pa",3,"inputed",NA,"BC2Y35","PINUALB",0.0500000007450581,0,"C",4,1380,20,40,"MD",52.07166671,-126.11530303,"MCC","6",NA,"3",0.0500000007450581
"5281","MHmm2","MHmm2/101a",NA,"Pa",3,"inputed",NA,"BC2Y35","PINUALB",0.0500000007450581,0,"C",4,1380,20,40,"MD",52.07166671,-126.11530303,"MCC","6",NA,"3",0.0500000007450581
"5282","MHmm2","MHmm2/101b",NA,"Pa",3,"inputed",NA,"BC2Y35","PINUALB",0.0500000007450581,0,"C",4,1380,20,40,"MD",52.07166671,-126.11530303,"MCC","6",NA,"3",0.0500000007450581
"5283","MHmm2","MHmm2/103",NA,"Pa",3,"inputed",NA,"BC2Y35","PINUALB",0.0500000007450581,0,"C",4,1380,20,40,"MD",52.07166671,-126.11530303,"MCC","6",NA,"3",0.0500000007450581
"5284","MHmm2","MHmm2/102",NA,"Pa",3,"inputed",NA,"BC2Y34","PINUALB",0,2.5,"B",1,1280,20,90,"CR",52.06722259,-126.08029937,"YS","5",NA,"3",2.5
"5286","CWHds2","CWHds2/101",NA,"Ba",2,"inputed",NA,"BC2Y22","ABIEAMA",0,0.0500000007450581,"C",4,300,30,40,"MD",52.34638977,-126.07969665,"MCC","6",NA,"2",0.0500000007450581
"5287","CWHvm2","CWHvm2/102",NA,"Ba",3,"inputed",NA,"BC2Y17","ABIEAMA",0.5,0,"B",1,680,10,70,"LW",52.60916519,-127.04000091,"MEC","7",NA,"3",0.5
"5288","CWHvm4","CWHvm4/102",NA,"Ba",3,"inputed",NA,"BC2Y17","ABIEAMA",0.5,0,"B",1,680,10,70,"LW",52.60916519,-127.04000091,"MEC","7",NA,"3",0.5
"5289","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BC2Y16","PICESIT",2.5,0,"C",4,10,60,270,"MD",52.64805603,-126.97530364,"MCC","6",NA,"2",2.5
"5291","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BC2Y11","PICESIT",0.0500000007450581,0,"C",4,25,50,280,"MD",52.71138763,-126.91829681,"MCC","6",NA,"2",0.0500000007450581
"5292","MHmm2","MHmm2/102",NA,"Pa",3,"inputed",NA,"BC2G14","PINUALB",7,0,"B",2,1350,40,220,"UP",52.46611022,-126.40940093,"MEC","7",NA,"3",7
"5298","MHmm2","MHmm2/101",NA,"Pa",3,"inputed",NA,"BC2B29","PINUALB",0,2.5,"B",3,1390,20,340,"MD",52.09166717,-126.18190002,"YCC","5",NA,"3",2.5
"5299","MHmm2","MHmm2/101a",NA,"Pa",3,"inputed",NA,"BC2B29","PINUALB",0,2.5,"B",3,1390,20,340,"MD",52.09166717,-126.18190002,"YCC","5",NA,"3",2.5
"5300","MHmm2","MHmm2/101b",NA,"Pa",3,"inputed",NA,"BC2B29","PINUALB",0,2.5,"B",3,1390,20,340,"MD",52.09166717,-126.18190002,"YCC","5",NA,"3",2.5
"5301","MHmm2","MHmm2/103",NA,"Pa",3,"inputed",NA,"BC2B29","PINUALB",0,2.5,"B",3,1390,20,340,"MD",52.09166717,-126.18190002,"YCC","5",NA,"3",2.5
"5302","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BC2B20","PICESIT",7,0,"C",4,370,100,50,"LW",52.59888839,-126.96029663,"MCC","7",NA,"2",7
"5304","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BC1M46","PICESIT",7,7,"C",4,280,10,80,"MD",52.34555435,-126.4375,"YS","5",NA,"2",14
"5305","CWHws3","CWHws3/103",NA,"Hm",2,"inputed",NA,"BC1M44","TSUGMER",24.5,0,"B",2,570,20,180,"UP",52.74944305,-126.92639923,"MEC","6",NA,"2",24.5
"5306","CWHws3","CWHws3/103",NA,"Yc",2,"inputed",NA,"BC1M44","CALLNOO",7,0,"B",2,570,20,180,"UP",52.74944305,-126.92639923,"MEC","6",NA,"2",7
"5307","CWHds2","CWHds2/101",NA,"Ba",2,"inputed",NA,"BC1M39","ABIEAMA",17,19.5,"C",4,130,60,70,"TO",52.80749893,-126.82250213,"MCC","6",NA,"2",36.5
"5310","MHmm2","MHmm2/113",NA,"Bl",1,"inputed",NA,"BC1M30","ABIELAS",27,7,"D",6,1240,40,240,"MD",52.83611297,-126.65470123,"MEC","6",NA,"1",34
"5311","CWHws2","CWHws2/101",NA,"Fd",2,"inputed",NA,"BC1M25","PSEUMEN",7,0,"C",3,740,60,280,"MD",52.91444396,-126.75309753,"MCC","6",NA,"2",7
"5312","MHmm2","MHmm2/113",NA,"Bl",1,"inputed",NA,"BC1M22","ABIELAS",24,0,"D",6,940,10,90,"DP",53.06888961,-126.86609649,"MEC","6",NA,"1",24
"5313","CWHds2","CWHds2/101",NA,"Ba",2,"inputed",NA,"BC1M14","ABIEAMA",0,0.5,"C",4,590,40,130,"TO",52.29861068,-126.10939788,"MCC","6",NA,"2",0.5
"5316","ESSFmw","ESSFmw/03",NA,"Hm",2,"inputed",NA,"BC1B9","TSUGMER",7,22,"B",3,1200,30,70,"MD",52.25916671,-126.2138977,"MEC","6",NA,"2",29
"5317","CWHvm1","CWHvm1/114",NA,"Hm",2,"inputed",NA,"BB3Y8","TSUGMER",7,2.5,"C",6,500,60,240,"MD",52.57777786,-127.70970153,"MEC","7",NA,"2",9.5
"5318","CWHvm3","CWHvm3/114",NA,"Hm",2,"inputed",NA,"BB3Y8","TSUGMER",7,2.5,"C",6,500,60,240,"MD",52.57777786,-127.70970153,"MEC","7",NA,"2",9.5
"5319","CWHvm1","CWHvm1/114",NA,"Yc",2,"inputed",NA,"BB3Y8","CALLNOO",19.5,2.5,"C",6,500,60,240,"MD",52.57777786,-127.70970153,"MEC","7",NA,"2",22
"5320","CWHvm3","CWHvm3/114",NA,"Yc",2,"inputed",NA,"BB3Y8","CALLNOO",19.5,2.5,"C",6,500,60,240,"MD",52.57777786,-127.70970153,"MEC","7",NA,"2",22
"5321","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"BB3Y7","TSUGMER",12,2.5,"C",5,220,20,240,"TO",52.64389038,-127.70390319,"MEC","6",NA,"2",14.5
"5322","CWHvm1","CWHvm1/111.1",NA,"Hm",2,"inputed",NA,"BB3Y7","TSUGMER",12,2.5,"C",5,220,20,240,"TO",52.64389038,-127.70390319,"MEC","6",NA,"2",14.5
"5323","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"BB3Y7","TSUGMER",12,2.5,"C",5,220,20,240,"TO",52.64389038,-127.70390319,"MEC","6",NA,"2",14.5
"5324","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"BB3Y7","TSUGMER",12,2.5,"C",5,220,20,240,"TO",52.64389038,-127.70390319,"MEC","6",NA,"2",14.5
"5325","CWHvm3","CWHvm3/111.1",NA,"Hm",2,"inputed",NA,"BB3Y7","TSUGMER",12,2.5,"C",5,220,20,240,"TO",52.64389038,-127.70390319,"MEC","6",NA,"2",14.5
"5326","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"BB3Y7","TSUGMER",12,2.5,"C",5,220,20,240,"TO",52.64389038,-127.70390319,"MEC","6",NA,"2",14.5
"5327","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"BB3Y6","TSUGMER",12,2.5,"C",6,420,50,40,"MD",52.68583297,-127.74330139,"MEC","6",NA,"2",14.5
"5328","CWHvm1","CWHvm1/111.1",NA,"Hm",2,"inputed",NA,"BB3Y6","TSUGMER",12,2.5,"C",6,420,50,40,"MD",52.68583297,-127.74330139,"MEC","6",NA,"2",14.5
"5329","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"BB3Y6","TSUGMER",12,2.5,"C",6,420,50,40,"MD",52.68583297,-127.74330139,"MEC","6",NA,"2",14.5
"5330","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"BB3Y6","TSUGMER",12,2.5,"C",6,420,50,40,"MD",52.68583297,-127.74330139,"MEC","6",NA,"2",14.5
"5331","CWHvm3","CWHvm3/111.1",NA,"Hm",2,"inputed",NA,"BB3Y6","TSUGMER",12,2.5,"C",6,420,50,40,"MD",52.68583297,-127.74330139,"MEC","6",NA,"2",14.5
"5332","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"BB3Y6","TSUGMER",12,2.5,"C",6,420,50,40,"MD",52.68583297,-127.74330139,"MEC","6",NA,"2",14.5
"5335","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB3Y36","PICESIT",7,0,"C",3,20,40,90,"MD",52.65277862,-127.03469848,"YCC","5",NA,"2",7
"5336","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB3Y35","PICESIT",22,0,"C",4,10,30,160,"MD",52.59500122,-127.1461029,"MS","6",NA,"2",22
"5337","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB3Y31","PICESIT",17,0,"C",4,30,70,220,"MD",52.58277893,-127.23919677,"YCC","5",NA,"2",17
"5338","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB3Y30","PICESIT",34,0,"C",4,60,60,150,"MD",52.49777603,-127.27390289,"YCC","5",NA,"2",34
"5341","CWHws3","CWHws3/Fm50",NA,"Hw",1,"inputed",NA,"BB3Y3","TSUGHET",12,5,"D",6,500,20,70,"TO",52.63472366,-127.29920196,"MEC","7",NA,"1",17
"5342","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB3Y29","PICESIT",12,0,"C",3,75,80,160,"MD",52.50138854,-127.28389739,"YCC","5",NA,"2",12
"5343","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB3Y2","PICESIT",12,0,"C",3,25,70,60,"LW",52.631278,-127.086265,"YCC","6",NA,"2",12
"5344","CWHvm1","CWHvm1/103",NA,"Hm",2,"inputed",NA,"BB3Y19","TSUGMER",2.5,7,"B",1,270,40,60,"CR",52.56083297,-127.61139678,"MEC","6",NA,"2",9.5
"5345","CWHvm3","CWHvm3/103",NA,"Hm",2,"inputed",NA,"BB3Y19","TSUGMER",2.5,7,"B",1,270,40,60,"CR",52.56083297,-127.61139678,"MEC","6",NA,"2",9.5
"5346","CWHvm1","CWHvm1/103",NA,"Yc",2,"inputed",NA,"BB3Y19","CALLNOO",2.5,9.5,"B",1,270,40,60,"CR",52.56083297,-127.61139678,"MEC","6",NA,"2",12
"5347","CWHvm3","CWHvm3/103",NA,"Yc",2,"inputed",NA,"BB3Y19","CALLNOO",2.5,9.5,"B",1,270,40,60,"CR",52.56083297,-127.61139678,"MEC","6",NA,"2",12
"5348","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"BB3Y18","CALLNOO",22,0,"C",4,210,60,60,"LW",52.64055633,-127.64279937,"MCC","7",NA,"2",22
"5349","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"BB3Y18","CALLNOO",22,0,"C",4,210,60,60,"LW",52.64055633,-127.64279937,"MCC","7",NA,"2",22
"5350","CWHvm1","CWHvm1/112",NA,"Hm",3,"inputed",NA,"BB3Y16","TSUGMER",12,2.5,"D",6,610,10,110,"TO",52.34361267,-127.50640106,"MEC","6",NA,"3",14.5
"5351","CWHvm1","CWHvm1/112.1",NA,"Hm",2,"inputed",NA,"BB3Y16","TSUGMER",12,2.5,"D",6,610,10,110,"TO",52.34361267,-127.50640106,"MEC","6",NA,"2",14.5
"5352","CWHvm3","CWHvm3/112",NA,"Hm",3,"inputed",NA,"BB3Y16","TSUGMER",12,2.5,"D",6,610,10,110,"TO",52.34361267,-127.50640106,"MEC","6",NA,"3",14.5
"5353","CWHvm3","CWHvm3/112.1",NA,"Hm",2,"inputed",NA,"BB3Y16","TSUGMER",12,2.5,"D",6,610,10,110,"TO",52.34361267,-127.50640106,"MEC","6",NA,"2",14.5
"5354","CWHvm1","CWHvm1/102",NA,"Hm",3,"inputed",NA,"BB3Y15","TSUGMER",2.5,2.5,"C",0,240,10,70,"CR",52.3030548,-127.61389923,"MEC","6",NA,"3",5
"5355","CWHvm3","CWHvm3/102",NA,"Hm",3,"inputed",NA,"BB3Y15","TSUGMER",2.5,2.5,"C",0,240,10,70,"CR",52.3030548,-127.61389923,"MEC","6",NA,"3",5
"5356","CWHvm1","CWHvm1/103",NA,"Hm",2,"inputed",NA,"BB3Y12","TSUGMER",7,2.5,"B",1,550,50,30,"CR",52.38611221,-127.70749664,"MEC","6",NA,"2",9.5
"5357","CWHvm3","CWHvm3/103",NA,"Hm",2,"inputed",NA,"BB3Y12","TSUGMER",7,2.5,"B",1,550,50,30,"CR",52.38611221,-127.70749664,"MEC","6",NA,"2",9.5
"5358","CWHvm1","CWHvm1/103",NA,"Yc",2,"inputed",NA,"BB3Y12","CALLNOO",7,2.5,"B",1,550,50,30,"CR",52.38611221,-127.70749664,"MEC","6",NA,"2",9.5
"5359","CWHvm3","CWHvm3/103",NA,"Yc",2,"inputed",NA,"BB3Y12","CALLNOO",7,2.5,"B",1,550,50,30,"CR",52.38611221,-127.70749664,"MEC","6",NA,"2",9.5
"5362","CWHvm1","CWHvm1/Ws54",NA,"Yc",2,"inputed",NA,"BB3Y11","CALLNOO",7,2.5,"C",6,160,20,30,"TO",52.50444412,-127.69059753,"MEC","6",NA,"2",9.5
"5363","CWHvm1","CWHvm1/Ws56",NA,"Yc",2,"inputed",NA,"BB3Y11","CALLNOO",7,2.5,"C",6,160,20,30,"TO",52.50444412,-127.69059753,"MEC","6",NA,"2",9.5
"5364","CWHvm3","CWHvm3/Ws54",NA,"Yc",2,"inputed",NA,"BB3Y11","CALLNOO",7,2.5,"C",6,160,20,30,"TO",52.50444412,-127.69059753,"MEC","6",NA,"2",9.5
"5365","CWHvm3","CWHvm3/Ws56",NA,"Yc",2,"inputed",NA,"BB3Y11","CALLNOO",7,2.5,"C",6,160,20,30,"TO",52.50444412,-127.69059753,"MEC","6",NA,"2",9.5
"5367","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB3Y1","PICESIT",7,0,"C",4,10,20,130,"LW",52.66888809,-127.0231018,"YS","5",NA,"2",7
"5372","CWHvm1","CWHvm1/112",NA,"Hm",3,"inputed",NA,"BB3M7","TSUGMER",0,2.5,"C",6,400,60,210,"MD",52.65888977,-127.70469665,"MEC","7",NA,"3",2.5
"5373","CWHvm1","CWHvm1/112.2",NA,"Hm",3,"inputed",NA,"BB3M7","TSUGMER",0,2.5,"C",6,400,60,210,"MD",52.65888977,-127.70469665,"MEC","7",NA,"3",2.5
"5374","CWHvm3","CWHvm3/112",NA,"Hm",3,"inputed",NA,"BB3M7","TSUGMER",0,2.5,"C",6,400,60,210,"MD",52.65888977,-127.70469665,"MEC","7",NA,"3",2.5
"5375","CWHvm3","CWHvm3/112.2",NA,"Hm",3,"inputed",NA,"BB3M7","TSUGMER",0,2.5,"C",6,400,60,210,"MD",52.65888977,-127.70469665,"MEC","7",NA,"3",2.5
"5385","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"BB3M19","TSUGMER",0,2.5,"C",5,340,60,60,"MD",52.56027603,-127.61309814,"MEC","6",NA,"2",2.5
"5386","CWHvm1","CWHvm1/111.1",NA,"Hm",2,"inputed",NA,"BB3M19","TSUGMER",0,2.5,"C",5,340,60,60,"MD",52.56027603,-127.61309814,"MEC","6",NA,"2",2.5
"5387","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"BB3M19","TSUGMER",0,2.5,"C",5,340,60,60,"MD",52.56027603,-127.61309814,"MEC","6",NA,"2",2.5
"5388","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"BB3M19","TSUGMER",0,2.5,"C",5,340,60,60,"MD",52.56027603,-127.61309814,"MEC","6",NA,"2",2.5
"5389","CWHvm3","CWHvm3/111.1",NA,"Hm",2,"inputed",NA,"BB3M19","TSUGMER",0,2.5,"C",5,340,60,60,"MD",52.56027603,-127.61309814,"MEC","6",NA,"2",2.5
"5390","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"BB3M19","TSUGMER",0,2.5,"C",5,340,60,60,"MD",52.56027603,-127.61309814,"MEC","6",NA,"2",2.5
"5391","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"BB3M14","TSUGMER",9.5,2.5,"C",5,540,60,100,"MD",52.32472229,-127.62329864,"MEC","6",NA,"2",12
"5392","CWHvm1","CWHvm1/111.1",NA,"Hm",2,"inputed",NA,"BB3M14","TSUGMER",9.5,2.5,"C",5,540,60,100,"MD",52.32472229,-127.62329864,"MEC","6",NA,"2",12
"5393","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"BB3M14","TSUGMER",9.5,2.5,"C",5,540,60,100,"MD",52.32472229,-127.62329864,"MEC","6",NA,"2",12
"5394","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"BB3M14","TSUGMER",9.5,2.5,"C",5,540,60,100,"MD",52.32472229,-127.62329864,"MEC","6",NA,"2",12
"5395","CWHvm3","CWHvm3/111.1",NA,"Hm",2,"inputed",NA,"BB3M14","TSUGMER",9.5,2.5,"C",5,540,60,100,"MD",52.32472229,-127.62329864,"MEC","6",NA,"2",12
"5396","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"BB3M14","TSUGMER",9.5,2.5,"C",5,540,60,100,"MD",52.32472229,-127.62329864,"MEC","6",NA,"2",12
"5397","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB3M1","PICESIT",14.5,0,"C",3,50,60,160,"MD",52.65277862,-127.03469848,"MS","5",NA,"2",14.5
"5398","CWHvm1","CWHvm1/114",NA,"Hm",2,"inputed",NA,"BB3G2","TSUGMER",7,12,"C",6,540,40,100,"MD",52.32583236,-127.62390136,"MEC","6",NA,"2",19
"5399","CWHvm3","CWHvm3/114",NA,"Hm",2,"inputed",NA,"BB3G2","TSUGMER",7,12,"C",6,540,40,100,"MD",52.32583236,-127.62390136,"MEC","6",NA,"2",19
"5400","CWHvm1","CWHvm1/114",NA,"Yc",2,"inputed",NA,"BB3G2","CALLNOO",17,19,"C",6,540,40,100,"MD",52.32583236,-127.62390136,"MEC","6",NA,"2",36
"5401","CWHvm3","CWHvm3/114",NA,"Yc",2,"inputed",NA,"BB3G2","CALLNOO",17,19,"C",6,540,40,100,"MD",52.32583236,-127.62390136,"MEC","6",NA,"2",36
"5403","CWHws3","CWHws3/103",NA,"Hm",2,"inputed",NA,"BB2Y5","TSUGMER",19.5,27,"C",2,480,20,180,"CR",52.66999816,-127.32579803,"MEC","6",NA,"2",46.5
"5404","CWHws3","CWHws3/103",NA,"Yc",2,"inputed",NA,"BB2Y5","CALLNOO",19.5,5,"C",2,480,20,180,"CR",52.66999816,-127.32579803,"MEC","6",NA,"2",24.5
"5405","CWHws3","CWHws3/Fm50",NA,"Hw",1,"inputed",NA,"BB2Y46","TSUGHET",37.5,9.5,"D",5,10,10,80,"LV",52.44694519,-127.32610321,"YEC","5",NA,"1",47
"5407","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB2Y45","PICESIT",12,0,"C",3,10,60,270,"MD",52.45500183,-127.31189727,"YEC","5",NA,"2",12
"5408","CWHvm1","CWHvm1/114",NA,"Hm",2,"inputed",NA,"BB2Y41","TSUGMER",14.5,5,"C",6,280,10,250,"TO",52.60305404,-127.47059631,"MEC","6",NA,"2",19.5
"5409","CWHvm3","CWHvm3/114",NA,"Hm",2,"inputed",NA,"BB2Y41","TSUGMER",14.5,5,"C",6,280,10,250,"TO",52.60305404,-127.47059631,"MEC","6",NA,"2",19.5
"5410","CWHvm1","CWHvm1/114",NA,"Yc",2,"inputed",NA,"BB2Y41","CALLNOO",29.5,3,"C",6,280,10,250,"TO",52.60305404,-127.47059631,"MEC","6",NA,"2",32.5
"5411","CWHvm3","CWHvm3/114",NA,"Yc",2,"inputed",NA,"BB2Y41","CALLNOO",29.5,3,"C",6,280,10,250,"TO",52.60305404,-127.47059631,"MEC","6",NA,"2",32.5
"5412","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"BB2Y31","PICESIT",2.5,0,"C",3,220,20,50,"LW",52.74416732,-127.08969879,"MCC","6",NA,"2",2.5
"5413","CWHvm2","CWHvm2/102",NA,"Ba",3,"inputed",NA,"BB2Y30","ABIEAMA",5,7,"B",2,780,20,180,"UP",52.72527694,-127.00219726,"MCC","6",NA,"3",12
"5414","CWHvm4","CWHvm4/102",NA,"Ba",3,"inputed",NA,"BB2Y30","ABIEAMA",5,7,"B",2,780,20,180,"UP",52.72527694,-127.00219726,"MCC","6",NA,"3",12
"5416","CWHws3","CWHws3/101",NA,"Yc",2,"inputed",NA,"BB2Y19","CALLNOO",22,0,"B",3,450,20,190,"MD",52.76972198,-127.16829681,"MCC","6",NA,"2",22
"5417","CWHws3","CWHws3/101",NA,"Hm",2,"inputed",NA,"BB2Y19","TSUGMER",22,5,"B",3,450,20,190,"MD",52.76972198,-127.16829681,"MCC","6",NA,"2",27
"5419","CWHws2","CWHws2/101",NA,"Fd",2,"inputed",NA,"BB2Y15","PSEUMEN",0.5,0,"B",3,230,60,190,"MD",53.15555572,-127.29779815,"MCC","6",NA,"2",0.5
"5421","CWHws3","CWHws3/103",NA,"Yc",2,"inputed",NA,"BB2G10","CALLNOO",7,0,"B",1,10,40,70,"LW",52.76222229,-127.00170135,"MEC","6",NA,"2",7
